Data\Original\DSCN0010.jpg,43.46744833333334,11.885126666663888
Data\Original\DSCN0012.jpg,43.46715666666389,11.885394999997223
Data\Original\DSCN0021.jpg,43.467081666663894,11.884538333330555
Data\Original\DSCN0025.jpg,43.468365,11.881634999972222
Data\Original\DSCN0027.jpg,43.46844166666667,11.881515
Data\Original\DSCN0029.jpg,43.468243333330555,11.880171666638889
Data\Original\DSCN0038.jpg,43.46725499999722,11.879213333333334
Data\Original\DSCN0040.jpg,43.46601166663889,11.87911166663889
Data\Original\DSCN0042.jpg,43.464455,11.881478333333334
Data\Original\HMD_Nokia_8.3_5G.jpg,60.146705555555556,24.90677222222222
Data\Original\IMG_0007.JPEG,40.006477777777775,-83.00562222222223
Data\Original\IMG_0030.JPEG,39.97654444444445,-83.00528055555556
Data\Original\IMG_0170.JPEG,39.41291944444444,-82.49943611111111
Data\Original\IMG_0615.JPEG,39.35743055555556,-84.33200833333333
Data\Original\IMG_4964.JPEG,42.36586388888889,-71.05508333333333
Data\Original\IMG_4968.JPEG,42.351372222222224,-71.07341666666666
